"No.","Time","Source","Destination","Protocol","Length","Info"
"7377","2022-12-11 20:38:36.013367325","172.17.0.1","172.17.0.2","HTTP","220","GET /clips HTTP/1.1 "
"7378","2022-12-11 20:38:36.018972191","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1131559 Ack=120780 Win=1095168 Len=511 TSval=1630564370 TSecr=3075525888 [TCP segment of a reassembled PDU]"
"7379","2022-12-11 20:38:36.060205692","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=120780 Ack=1132070 Win=64128 Len=0 TSval=3075525935 TSecr=1630564370"
"7380","2022-12-11 20:38:36.060257597","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7381","2022-12-11 20:38:36.061989818","172.17.0.1","172.17.0.2","HTTP","218","GET /clk HTTP/1.1 "
"7382","2022-12-11 20:38:36.071094502","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1133021 Ack=120932 Win=1097984 Len=511 TSval=1630564423 TSecr=3075525937 [TCP segment of a reassembled PDU]"
"7383","2022-12-11 20:38:36.071201018","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=120932 Ack=1133532 Win=64128 Len=0 TSval=3075525946 TSecr=1630564423"
"7384","2022-12-11 20:38:36.071285091","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1133532 Ack=120932 Win=1097984 Len=946 TSval=1630564423 TSecr=3075525946 [TCP segment of a reassembled PDU]"
"7385","2022-12-11 20:38:36.071348233","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=120932 Ack=1134478 Win=64128 Len=0 TSval=3075525946 TSecr=1630564423"
"7386","2022-12-11 20:38:36.072004754","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7387","2022-12-11 20:38:36.072205127","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=120932 Ack=1134483 Win=64128 Len=0 TSval=3075525947 TSecr=1630564424"
"7388","2022-12-11 20:38:36.073300794","172.17.0.1","172.17.0.2","HTTP","220","GET /clock HTTP/1.1 "
"7389","2022-12-11 20:38:36.079803383","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1134483 Ack=121086 Win=1100928 Len=511 TSval=1630564431 TSecr=3075525948 [TCP segment of a reassembled PDU]"
"7390","2022-12-11 20:38:36.080234802","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121086 Ack=1134994 Win=64128 Len=0 TSval=3075525955 TSecr=1630564431"
"7391","2022-12-11 20:38:36.080939229","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1134994 Ack=121086 Win=1100928 Len=946 TSval=1630564432 TSecr=3075525955 [TCP segment of a reassembled PDU]"
"7392","2022-12-11 20:38:36.080991965","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121086 Ack=1135940 Win=64128 Len=0 TSval=3075525956 TSecr=1630564432"
"7393","2022-12-11 20:38:36.081000757","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7394","2022-12-11 20:38:36.081051198","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121086 Ack=1135945 Win=64128 Len=0 TSval=3075525956 TSecr=1630564433"
"7395","2022-12-11 20:38:36.081881197","172.17.0.1","172.17.0.2","HTTP","220","GET /close HTTP/1.1 "
"7396","2022-12-11 20:38:36.087022724","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1135945 Ack=121240 Win=1103744 Len=511 TSval=1630564439 TSecr=3075525956 [TCP segment of a reassembled PDU]"
"7397","2022-12-11 20:38:36.132345043","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121240 Ack=1136456 Win=64128 Len=0 TSval=3075526007 TSecr=1630564439"
"7398","2022-12-11 20:38:36.132397971","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7399","2022-12-11 20:38:36.133859570","172.17.0.1","172.17.0.2","HTTP","221","GET /closed HTTP/1.1 "
"7400","2022-12-11 20:38:36.140350165","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1137407 Ack=121395 Win=1106688 Len=511 TSval=1630564492 TSecr=3075526008 [TCP segment of a reassembled PDU]"
"7401","2022-12-11 20:38:36.140395785","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121395 Ack=1137918 Win=64128 Len=0 TSval=3075526015 TSecr=1630564492"
"7402","2022-12-11 20:38:36.141074479","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1137918 Ack=121395 Win=1106688 Len=946 TSval=1630564493 TSecr=3075526015 [TCP segment of a reassembled PDU]"
"7403","2022-12-11 20:38:36.141086638","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121395 Ack=1138864 Win=64128 Len=0 TSval=3075526016 TSecr=1630564493"
"7404","2022-12-11 20:38:36.141167624","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7405","2022-12-11 20:38:36.141175533","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121395 Ack=1138869 Win=64128 Len=0 TSval=3075526016 TSecr=1630564493"
"7406","2022-12-11 20:38:36.141893020","172.17.0.1","172.17.0.2","HTTP","222","GET /closing HTTP/1.1 "
"7407","2022-12-11 20:38:36.148662808","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1138869 Ack=121551 Win=1109632 Len=511 TSval=1630564500 TSecr=3075526016 [TCP segment of a reassembled PDU]"
"7408","2022-12-11 20:38:36.148739863","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121551 Ack=1139380 Win=64128 Len=0 TSval=3075526023 TSecr=1630564500"
"7409","2022-12-11 20:38:36.149130052","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1139380 Ack=121551 Win=1109632 Len=946 TSval=1630564501 TSecr=3075526023 [TCP segment of a reassembled PDU]"
"7410","2022-12-11 20:38:36.149402859","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121551 Ack=1140326 Win=64128 Len=0 TSval=3075526024 TSecr=1630564501"
"7411","2022-12-11 20:38:36.149424181","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7412","2022-12-11 20:38:36.149479865","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121551 Ack=1140331 Win=64128 Len=0 TSval=3075526024 TSecr=1630564501"
"7413","2022-12-11 20:38:36.150174517","172.17.0.1","172.17.0.2","HTTP","219","GET /club HTTP/1.1 "
"7414","2022-12-11 20:38:36.157953941","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1140331 Ack=121704 Win=1112448 Len=511 TSval=1630564509 TSecr=3075526025 [TCP segment of a reassembled PDU]"
"7415","2022-12-11 20:38:36.204431539","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121704 Ack=1140842 Win=64128 Len=0 TSval=3075526079 TSecr=1630564509"
"7416","2022-12-11 20:38:36.204472707","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7417","2022-12-11 20:38:36.205522636","172.17.0.1","172.17.0.2","HTTP","222","GET /cluster HTTP/1.1 "
"7418","2022-12-11 20:38:36.212008725","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1141793 Ack=121860 Win=1115392 Len=511 TSval=1630564564 TSecr=3075526080 [TCP segment of a reassembled PDU]"
"7419","2022-12-11 20:38:36.212301600","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121860 Ack=1142304 Win=64128 Len=0 TSval=3075526087 TSecr=1630564564"
"7420","2022-12-11 20:38:36.213323962","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1142304 Ack=121860 Win=1115392 Len=946 TSval=1630564565 TSecr=3075526087 [TCP segment of a reassembled PDU]"
"7421","2022-12-11 20:38:36.213381340","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121860 Ack=1143250 Win=64128 Len=0 TSval=3075526088 TSecr=1630564565"
"7422","2022-12-11 20:38:36.213396256","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7423","2022-12-11 20:38:36.213494132","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=121860 Ack=1143255 Win=64128 Len=0 TSval=3075526088 TSecr=1630564565"
"7424","2022-12-11 20:38:36.214746337","172.17.0.1","172.17.0.2","HTTP","223","GET /clusters HTTP/1.1 "
"7425","2022-12-11 20:38:36.220579844","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1143255 Ack=122017 Win=1118336 Len=511 TSval=1630564572 TSecr=3075526089 [TCP segment of a reassembled PDU]"
"7426","2022-12-11 20:38:36.220784707","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122017 Ack=1143766 Win=64128 Len=0 TSval=3075526095 TSecr=1630564572"
"7427","2022-12-11 20:38:36.220800305","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7428","2022-12-11 20:38:36.222343790","172.17.0.1","172.17.0.2","HTTP","217","GET /cm HTTP/1.1 "
"7429","2022-12-11 20:38:36.228224176","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1144717 Ack=122168 Win=1121152 Len=511 TSval=1630564580 TSecr=3075526097 [TCP segment of a reassembled PDU]"
"7430","2022-12-11 20:38:36.279370713","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122168 Ack=1145228 Win=64128 Len=0 TSval=3075526154 TSecr=1630564580"
"7431","2022-12-11 20:38:36.279954308","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7432","2022-12-11 20:38:36.282403035","172.17.0.1","172.17.0.2","HTTP","218","GET /cmd HTTP/1.1 "
"7433","2022-12-11 20:38:36.288653225","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1146179 Ack=122320 Win=1124096 Len=511 TSval=1630564640 TSecr=3075526157 [TCP segment of a reassembled PDU]"
"7434","2022-12-11 20:38:36.288833418","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122320 Ack=1146690 Win=64128 Len=0 TSval=3075526163 TSecr=1630564640"
"7435","2022-12-11 20:38:36.288852034","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7436","2022-12-11 20:38:36.290797869","172.17.0.1","172.17.0.2","HTTP","225","GET /cmpi_popup HTTP/1.1 "
"7437","2022-12-11 20:38:36.297641769","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1147641 Ack=122479 Win=1126912 Len=511 TSval=1630564649 TSecr=3075526165 [TCP segment of a reassembled PDU]"
"7438","2022-12-11 20:38:36.297838954","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122479 Ack=1148152 Win=64128 Len=0 TSval=3075526172 TSecr=1630564649"
"7439","2022-12-11 20:38:36.297899470","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1148152 Ack=122479 Win=1126912 Len=946 TSval=1630564649 TSecr=3075526172 [TCP segment of a reassembled PDU]"
"7440","2022-12-11 20:38:36.298424845","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122479 Ack=1149098 Win=64128 Len=0 TSval=3075526173 TSecr=1630564649"
"7441","2022-12-11 20:38:36.298434187","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7442","2022-12-11 20:38:36.298444211","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122479 Ack=1149103 Win=64128 Len=0 TSval=3075526173 TSecr=1630564650"
"7443","2022-12-11 20:38:36.299643520","172.17.0.1","172.17.0.2","HTTP","218","GET /cms HTTP/1.1 "
"7444","2022-12-11 20:38:36.306735522","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1149103 Ack=122631 Win=1129856 Len=511 TSval=1630564658 TSecr=3075526174 [TCP segment of a reassembled PDU]"
"7445","2022-12-11 20:38:36.348767170","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122631 Ack=1149614 Win=64128 Len=0 TSval=3075526223 TSecr=1630564658"
"7446","2022-12-11 20:38:36.348830482","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7447","2022-12-11 20:38:36.351132505","172.17.0.1","172.17.0.2","HTTP","218","GET /CMS HTTP/1.1 "
"7448","2022-12-11 20:38:36.357238429","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1150565 Ack=122783 Win=1132800 Len=511 TSval=1630564709 TSecr=3075526226 [TCP segment of a reassembled PDU]"
"7449","2022-12-11 20:38:36.357276531","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122783 Ack=1151076 Win=64128 Len=0 TSval=3075526232 TSecr=1630564709"
"7450","2022-12-11 20:38:36.357965519","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1151076 Ack=122783 Win=1132800 Len=946 TSval=1630564709 TSecr=3075526232 [TCP segment of a reassembled PDU]"
"7451","2022-12-11 20:38:36.357978782","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122783 Ack=1152022 Win=64128 Len=0 TSval=3075526232 TSecr=1630564709"
"7452","2022-12-11 20:38:36.358058313","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7453","2022-12-11 20:38:36.358066643","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122783 Ack=1152027 Win=64128 Len=0 TSval=3075526233 TSecr=1630564710"
"7454","2022-12-11 20:38:36.358721260","172.17.0.1","172.17.0.2","HTTP","223","GET /cmsadmin HTTP/1.1 "
"7455","2022-12-11 20:38:36.364699546","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1152027 Ack=122940 Win=1135616 Len=511 TSval=1630564716 TSecr=3075526233 [TCP segment of a reassembled PDU]"
"7456","2022-12-11 20:38:36.364764051","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122940 Ack=1152538 Win=64128 Len=0 TSval=3075526239 TSecr=1630564716"
"7457","2022-12-11 20:38:36.365505836","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1152538 Ack=122940 Win=1135616 Len=946 TSval=1630564717 TSecr=3075526239 [TCP segment of a reassembled PDU]"
"7458","2022-12-11 20:38:36.365607471","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122940 Ack=1153484 Win=64128 Len=0 TSval=3075526240 TSecr=1630564717"
"7459","2022-12-11 20:38:36.365622578","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7460","2022-12-11 20:38:36.365725596","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=122940 Ack=1153489 Win=64128 Len=0 TSval=3075526240 TSecr=1630564717"
"7461","2022-12-11 20:38:36.366910539","172.17.0.1","172.17.0.2","HTTP","217","GET /cn HTTP/1.1 "
"7462","2022-12-11 20:38:36.374008361","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1153489 Ack=123091 Win=1138560 Len=511 TSval=1630564726 TSecr=3075526241 [TCP segment of a reassembled PDU]"
"7463","2022-12-11 20:38:36.420857854","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123091 Ack=1154000 Win=64128 Len=0 TSval=3075526295 TSecr=1630564726"
"7464","2022-12-11 20:38:36.420900758","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7465","2022-12-11 20:38:36.422540125","172.17.0.1","172.17.0.2","HTTP","218","GET /cnf HTTP/1.1 "
"7466","2022-12-11 20:38:36.428449296","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1154951 Ack=123243 Win=1141504 Len=511 TSval=1630564780 TSecr=3075526297 [TCP segment of a reassembled PDU]"
"7467","2022-12-11 20:38:36.428555491","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123243 Ack=1155462 Win=64128 Len=0 TSval=3075526303 TSecr=1630564780"
"7468","2022-12-11 20:38:36.428845870","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1155462 Ack=123243 Win=1141504 Len=946 TSval=1630564780 TSecr=3075526303 [TCP segment of a reassembled PDU]"
"7469","2022-12-11 20:38:36.429075012","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123243 Ack=1156408 Win=64128 Len=0 TSval=3075526304 TSecr=1630564780"
"7470","2022-12-11 20:38:36.429083563","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7471","2022-12-11 20:38:36.429135909","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123243 Ack=1156413 Win=64128 Len=0 TSval=3075526304 TSecr=1630564781"
"7472","2022-12-11 20:38:36.429976353","172.17.0.1","172.17.0.2","HTTP","222","GET /cnstats HTTP/1.1 "
"7473","2022-12-11 20:38:36.435503161","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1156413 Ack=123399 Win=1144320 Len=511 TSval=1630564787 TSecr=3075526304 [TCP segment of a reassembled PDU]"
"7474","2022-12-11 20:38:36.435749134","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123399 Ack=1156924 Win=64128 Len=0 TSval=3075526310 TSecr=1630564787"
"7475","2022-12-11 20:38:36.436752690","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1156924 Ack=123399 Win=1144320 Len=946 TSval=1630564788 TSecr=3075526310 [TCP segment of a reassembled PDU]"
"7476","2022-12-11 20:38:36.436940091","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123399 Ack=1157870 Win=64128 Len=0 TSval=3075526311 TSecr=1630564788"
"7477","2022-12-11 20:38:36.436955087","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7478","2022-12-11 20:38:36.437041385","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123399 Ack=1157875 Win=64128 Len=0 TSval=3075526312 TSecr=1630564788"
"7479","2022-12-11 20:38:36.437827708","172.17.0.1","172.17.0.2","HTTP","218","GET /cnt HTTP/1.1 "
"7480","2022-12-11 20:38:36.446755055","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1157875 Ack=123551 Win=1147264 Len=511 TSval=1630564798 TSecr=3075526312 [TCP segment of a reassembled PDU]"
"7481","2022-12-11 20:38:36.492155360","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123551 Ack=1158386 Win=64128 Len=0 TSval=3075526367 TSecr=1630564798"
"7482","2022-12-11 20:38:36.492208868","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7483","2022-12-11 20:38:36.493498244","172.17.0.1","172.17.0.2","HTTP","217","GET /co HTTP/1.1 "
"7484","2022-12-11 20:38:36.502611668","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1159337 Ack=123702 Win=1150080 Len=511 TSval=1630564854 TSecr=3075526368 [TCP segment of a reassembled PDU]"
"7485","2022-12-11 20:38:36.502666921","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123702 Ack=1159848 Win=64128 Len=0 TSval=3075526377 TSecr=1630564854"
"7486","2022-12-11 20:38:36.503705683","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1159848 Ack=123702 Win=1150080 Len=946 TSval=1630564855 TSecr=3075526377 [TCP segment of a reassembled PDU]"
"7487","2022-12-11 20:38:36.503791821","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123702 Ack=1160794 Win=64128 Len=0 TSval=3075526378 TSecr=1630564855"
"7488","2022-12-11 20:38:36.503801474","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7489","2022-12-11 20:38:36.503813984","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123702 Ack=1160799 Win=64128 Len=0 TSval=3075526378 TSecr=1630564855"
"7490","2022-12-11 20:38:36.504927254","172.17.0.1","172.17.0.2","HTTP","221","GET /cocoon HTTP/1.1 "
"7491","2022-12-11 20:38:36.510825197","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1160799 Ack=123857 Win=1153024 Len=511 TSval=1630564862 TSecr=3075526379 [TCP segment of a reassembled PDU]"
"7492","2022-12-11 20:38:36.510850503","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123857 Ack=1161310 Win=64128 Len=0 TSval=3075526385 TSecr=1630564862"
"7493","2022-12-11 20:38:36.512154528","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1161310 Ack=123857 Win=1153024 Len=946 TSval=1630564864 TSecr=3075526385 [TCP segment of a reassembled PDU]"
"7494","2022-12-11 20:38:36.512363110","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123857 Ack=1162256 Win=64128 Len=0 TSval=3075526387 TSecr=1630564864"
"7495","2022-12-11 20:38:36.512377434","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7496","2022-12-11 20:38:36.512453387","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=123857 Ack=1162261 Win=64128 Len=0 TSval=3075526387 TSecr=1630564864"
"7497","2022-12-11 20:38:36.513807368","172.17.0.1","172.17.0.2","HTTP","219","GET /code HTTP/1.1 "
"7498","2022-12-11 20:38:36.518926134","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1162261 Ack=124010 Win=1155968 Len=511 TSval=1630564870 TSecr=3075526388 [TCP segment of a reassembled PDU]"
"7499","2022-12-11 20:38:36.560165227","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124010 Ack=1162772 Win=64128 Len=0 TSval=3075526435 TSecr=1630564870"
"7500","2022-12-11 20:38:36.560263123","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7501","2022-12-11 20:38:36.561536290","172.17.0.1","172.17.0.2","HTTP","220","GET /codec HTTP/1.1 "
"7502","2022-12-11 20:38:36.573565636","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1163723 Ack=124164 Win=1158784 Len=511 TSval=1630564925 TSecr=3075526436 [TCP segment of a reassembled PDU]"
"7503","2022-12-11 20:38:36.573881086","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124164 Ack=1164234 Win=64128 Len=0 TSval=3075526448 TSecr=1630564925"
"7504","2022-12-11 20:38:36.573896292","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1164234 Ack=124164 Win=1158784 Len=946 TSval=1630564925 TSecr=3075526448 [TCP segment of a reassembled PDU]"
"7505","2022-12-11 20:38:36.574015509","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124164 Ack=1165180 Win=64128 Len=0 TSval=3075526449 TSecr=1630564925"
"7506","2022-12-11 20:38:36.575018004","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7507","2022-12-11 20:38:36.575276210","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124164 Ack=1165185 Win=64128 Len=0 TSval=3075526450 TSecr=1630564927"
"7508","2022-12-11 20:38:36.576817266","172.17.0.1","172.17.0.2","HTTP","221","GET /codecs HTTP/1.1 "
"7509","2022-12-11 20:38:36.583114942","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1165185 Ack=124319 Win=1161728 Len=511 TSval=1630564935 TSecr=3075526451 [TCP segment of a reassembled PDU]"
"7510","2022-12-11 20:38:36.583245065","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124319 Ack=1165696 Win=64128 Len=0 TSval=3075526458 TSecr=1630564935"
"7511","2022-12-11 20:38:36.583980776","172.17.0.2","172.17.0.1","TCP","1012","3000  >  51714 [PSH, ACK] Seq=1165696 Ack=124319 Win=1161728 Len=946 TSval=1630564935 TSecr=3075526458 [TCP segment of a reassembled PDU]"
"7512","2022-12-11 20:38:36.584187755","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124319 Ack=1166642 Win=64128 Len=0 TSval=3075526459 TSecr=1630564935"
"7513","2022-12-11 20:38:36.584197107","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200 OK  (text/html)"
"7514","2022-12-11 20:38:36.584210419","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124319 Ack=1166647 Win=64128 Len=0 TSval=3075526459 TSecr=1630564936"
"7515","2022-12-11 20:38:36.585124170","172.17.0.1","172.17.0.2","HTTP","224","GET /codepages HTTP/1.1 "
"7516","2022-12-11 20:38:36.598210312","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1166647 Ack=124477 Win=1164672 Len=511 TSval=1630564950 TSecr=3075526460 [TCP segment of a reassembled PDU]"
"7517","2022-12-11 20:38:36.640105054","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124477 Ack=1167158 Win=64128 Len=0 TSval=3075526515 TSecr=1630564950"
"7518","2022-12-11 20:38:36.640165108","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7519","2022-12-11 20:38:36.641606960","172.17.0.1","172.17.0.2","HTTP","220","GET /codes HTTP/1.1 "
"7520","2022-12-11 20:38:36.652497596","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1168109 Ack=124631 Win=1167488 Len=511 TSval=1630565004 TSecr=3075526516 [TCP segment of a reassembled PDU]"
"7521","2022-12-11 20:38:36.652824021","172.17.0.1","172.17.0.2","TCP","66","51714  >  3000 [ACK] Seq=124631 Ack=1168620 Win=64128 Len=0 TSval=3075526527 TSecr=1630565004"
"7522","2022-12-11 20:38:36.652845714","172.17.0.2","172.17.0.1","HTTP","1017","HTTP/1.1 200 OK  (text/html)"
"7523","2022-12-11 20:38:36.655220662","172.17.0.1","172.17.0.2","HTTP","221","GET /coffee HTTP/1.1 "
"7524","2022-12-11 20:38:36.661544821","172.17.0.2","172.17.0.1","TCP","577","3000  >  51714 [PSH, ACK] Seq=1169571 Ack=124786 Win=1170432 Len=511 TSval=1630565013 TSecr=3075526530 [TCP segment of a reassembled PDU]"
